"Ticks","Days","Hours","Milliseconds","Microseconds","Nanoseconds","Minutes","Seconds","TotalDays","TotalHours","TotalMilliseconds","TotalMicroseconds","TotalNanoseconds","TotalMinutes","TotalSeconds"
"3268453","0","0","326","845","300","0","0","3.782931712962963E-06","9.079036111111111E-05","326.8453","326845.3","326845300","0.005447421666666666","0.3268453"
